,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
69,69,Maruti Suzuki,Celerio X,Zxi Amt (O),3.0,5.0,5.0,5,"Rs. 5,52,350",Petrol,FWD (Front Wheel Drive),998 cc,23 km/litre,810 kg,In-line,5.0,Hatchback,BS IV,Injection,35 litres,1560 mm,3600 mm,1600 mm,Ventilated Disc,Drum,Electric Power,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Automatic,2425 mm,Manual,2020-07-01
70,70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,4.0,5.0,5.0,,"Rs. 7,13,898",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,860 kg,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Analog,Analog,AMT,2435 mm,Manual,2020-04-23
71,71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,4.0,5.0,5.0,,"Rs. 6,66,898",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,860 kg,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Analog,Analog,Manual,2435 mm,Manual,2019-03-27
72,72,Maruti Suzuki,Ignis,Delta 1.2 Amt,4.0,5.0,5.0,5,"Rs. 6,07,841",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,825 kg,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,AMT,2435 mm,Manual,2019-12-03
73,73,Maruti Suzuki,Ignis,Delta 1.2 Mt,4.0,5.0,5.0,5,"Rs. 5,60,841",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,825 kg,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Manual,2435 mm,Manual,2020-10-21
74,74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,4.0,5.0,5.0,,"Rs. 4,83,320",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,825 kg,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Analog,Analog,Manual,2435 mm,Manual,2021-01-08
75,75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,4.0,5.0,5.0,,"Rs. 6,30,320",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Analog,Analog,AMT,2435 mm,Manual,2019-08-03
76,76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,4.0,5.0,5.0,,"Rs. 5,83,320",Petrol,FWD (Front Wheel Drive),1197 cc,20.89 km/litre,,In-line,5.0,Hatchback,BS IV,Injection,32 litres,1595 mm,3700 mm,1690 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,Analog,Analog,Manual,2435 mm,Manual,2022-02-12
77,77,Renault,Triber,Rxe,3.0,5.0,7.0,5,"Rs. 4,95,000",Petrol,FWD (Front Wheel Drive),999 cc,,947 kg,In-line,5.0,MUV,BS 6,Injection,40 litres,1643 mm,3990 mm,1739 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,Digital,"Analog, Digital",Manual,2636 mm,Manual,2021-11-03
78,78,Renault,Triber,Rxl,3.0,5.0,7.0,5,"Rs. 5,59,000",Petrol,FWD (Front Wheel Drive),999 cc,,947 kg,In-line,5.0,MUV,BS 6,Injection,40 litres,1643 mm,3990 mm,1739 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,Digital,"Analog, Digital",Manual,2636 mm,Manual,2019-10-22
79,79,Renault,Triber,Rxt,3.0,5.0,7.0,5,"Rs. 6,09,000",Petrol,FWD (Front Wheel Drive),999 cc,,947 kg,In-line,5.0,MUV,BS 6,Injection,40 litres,1643 mm,3990 mm,1739 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,Digital,"Digital, Analog",Manual,2636 mm,Manual,2019-05-08
80,80,Renault,Triber,Rxz,3.0,5.0,7.0,5,"Rs. 6,63,000",Petrol,FWD (Front Wheel Drive),999 cc,,947 kg,In-line,5.0,MUV,BS 6,Injection,40 litres,1643 mm,3990 mm,1739 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,Digital,"Analog, Digital",Manual,2636 mm,Manual,2020-12-13
81,81,Premier,Rio,Gx,4.0,5.0,5.0,5,"Rs. 5,06,000",Petrol,FWD (Front Wheel Drive),1173 cc,13 km/litre,1080 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Ventilated Disc,Drum,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Digital,Analog,Manual,2420 mm,Manual,2019-04-13
82,82,Premier,Rio,Ex,4.0,5.0,5.0,5,"Rs. 5,68,623",Diesel,FWD (Front Wheel Drive),1489 cc,12 km/litre,1145 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Solid Disc,Drum,Hydraulic Power,64PS@4000rpm,152Nm@2500RPM,,,Manual,2420 mm,Manual,2020-02-05
83,83,Premier,Rio,Glx,4.0,5.0,5.0,5,"Rs. 6,70,000",Petrol,FWD (Front Wheel Drive),1173 cc,13 km/litre,1080 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Ventilated Disc,Drum,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Digital,Analog,Manual,2420 mm,Manual,2019-02-02
84,84,Premier,Rio,Dx,4.0,5.0,5.0,5,"Rs. 6,03,000",Diesel,FWD (Front Wheel Drive),1489 cc,12 km/litre,1145 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Ventilated Disc,Drum,Yes,64PS@4000rpm,152Nm@2250RPM,Digital,Analog,Manual,2420 mm,Manual,2020-08-24
85,85,Premier,Rio,Lx,4.0,5.0,5.0,5,"Rs. 7,39,000",Diesel,FWD (Front Wheel Drive),1489 cc,12 km/litre,1145 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Ventilated Disc,Drum,Yes,64PS@4000rpm,152Nm@2250RPM,Digital,Analog,Manual,2420 mm,Manual,2020-01-11
86,86,Premier,Rio,Crdi4,4.0,5.0,5.0,5,"Rs. 7,39,000",Diesel,FWD (Front Wheel Drive),1248 cc,20 km/litre,1145 kg,In-line,5.0,SUV,BS IV,Injection,46 litres,1730 mm,3970 mm,1570 mm,Ventilated Disc,Drum,Yes,72PS@4000rpm,183Nm@1800-2400rpm,Digital,Analog,Manual,2420 mm,Manual,2021-01-07
87,87,Toyota,Etios Liva,G,4.0,5.0,5.0,5,"Rs. 5,20,300",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2020-06-23
88,88,Toyota,Etios Liva,V,4.0,5.0,5.0,5,"Rs. 5,81,000",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2022-01-28
89,89,Toyota,Etios Liva,Gd,4.0,5.0,5.0,5,"Rs. 6,47,800",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2021-08-21
90,90,Toyota,Etios Liva,Vx,4.0,5.0,5.0,5,"Rs. 6,30,000",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2022-02-24
91,91,Toyota,Etios Liva,Vxd,4.0,5.0,5.0,5,"Rs. 7,45,000",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2019-05-20
92,92,Toyota,Etios Liva,Vd,4.0,5.0,5.0,5,"Rs. 7,04,000",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2021-09-03
93,93,Toyota,Etios Liva,Dual Tone V,4.0,5.0,5.0,5,"Rs. 5,97,700",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2020-05-04
94,94,Toyota,Etios Liva,Dual Tone Vd,4.0,5.0,5.0,5,"Rs. 7,20,700",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2022-02-02
95,95,Toyota,Etios Liva,Dual Tone Vx,4.0,5.0,5.0,5,"Rs. 6,41,700",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2021-03-11
96,96,Toyota,Etios Liva,Dual Tone Vxd,4.0,5.0,5.0,5,"Rs. 7,56,700",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2022-03-25
97,97,Toyota,Etios Liva,Gx,4.0,5.0,5.0,5,"Rs. 5,58,400",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2020-09-04
98,98,Toyota,Etios Liva,Gxd,4.0,5.0,5.0,5,"Rs. 6,86,000",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2021-03-20
99,99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,4.0,5.0,5.0,5,"Rs. 6,62,700",Petrol,FWD (Front Wheel Drive),1197 cc,15.1 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Manual,2460 mm,Manual,2020-02-20
100,100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,4.0,5.0,5.0,5,"Rs. 7,77,700",Diesel,FWD (Front Wheel Drive),1364 cc,20.3 km/litre,895 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1510 mm,3884 mm,1695 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Manual,2460 mm,Manual,2020-05-09
101,101,Nissan,Micra Active,Xl,3.0,5.0,5.0,5,"Rs. 5,25,021",Petrol,FWD (Front Wheel Drive),1198 cc,,,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1530 mm,3801 mm,1665 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2020-10-23
102,102,Nissan,Micra Active,Xv,3.0,5.0,5.0,5,"Rs. 5,99,950",Petrol,FWD (Front Wheel Drive),1198 cc,19.49 km/litre,,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1530 mm,3801 mm,1665 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2019-05-16
103,103,Nissan,Micra Active,Xl (O),3.0,5.0,5.0,5,"Rs. 5,63,133",Petrol,FWD (Front Wheel Drive),1198 cc,,,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1530 mm,3801 mm,1665 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2020-04-07
104,104,Tata,Bolt,Xt Diesel,4.0,5.0,5.0,5,"Rs. 7,87,980",Diesel,FWD (Front Wheel Drive),1248 cc,"22,95 km/litre",1132 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Manual,2470 mm,Manual,2019-11-15
105,105,Tata,Bolt,Xe Diesel,4.0,5.0,5.0,5,"Rs. 6,61,111",Diesel,FWD (Front Wheel Drive),1248 cc,"22,95 km/litre",1132 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Manual,2470 mm,Manual,2020-12-16
106,106,Tata,Bolt,Xm Diesel,4.0,5.0,5.0,5,"Rs. 6,93,798",Diesel,FWD (Front Wheel Drive),1248 cc,"22,95 km/litre",1132 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Manual,2470 mm,Manual,2021-07-19
107,107,Tata,Bolt,Xms Diesel,4.0,5.0,5.0,5,"Rs. 7,19,661",Diesel,FWD (Front Wheel Drive),1248 cc,"22,95 km/litre",1132 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Manual,2470 mm,Manual,2020-11-10
108,108,Tata,Bolt,Xt Petrol,4.0,5.0,5.0,5,"Rs. 6,74,960",Petrol,FWD (Front Wheel Drive),1193 cc,"17,57 km/litre",1095 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Manual,2470 mm,Manual,2021-06-06
109,109,Tata,Bolt,Xe Petrol,4.0,5.0,5.0,5,"Rs. 5,29,035",Petrol,FWD (Front Wheel Drive),1193 cc,"17,57 km/litre",1095 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Manual,2470 mm,Manual,2022-02-02
110,110,Tata,Bolt,Xm Petrol,4.0,5.0,5.0,5,"Rs. 5,90,268",Petrol,FWD (Front Wheel Drive),1193 cc,"17,57 km/litre",1095 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Manual,2470 mm,Manual,2021-04-25
111,111,Tata,Bolt,Xms Petrol,4.0,5.0,5.0,5,"Rs. 6,14,515",Petrol,FWD (Front Wheel Drive),1193 cc,"17,57 km/litre",1095 kg,In-line,5.0,Hatchback,BS IV,Injection,44 litres,1562 mm,3825 mm,1695 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Manual,2470 mm,Manual,2021-09-22
112,112,Hyundai,Xcent Prime,Cng T + (Cng +,4.0,4.0,5.0,5,"Rs. 5,56,130",CNG + Petrol,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2020-04-12
113,113,Hyundai,Xcent Prime,T,4.0,4.0,5.0,5,"Rs. 5,36,859",Petrol,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2021-07-09
114,114,Hyundai,Xcent Prime,T+,4.0,4.0,5.0,5,"Rs. 5,56,130",Petrol,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2021-04-19
115,115,Hyundai,Xcent Prime,Cng T (Cng +,4.0,4.0,5.0,5,"Rs. 5,36,859",CNG + Petrol,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,81.8bhp@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2019-04-16
116,116,Hyundai,Xcent Prime,T+ Crdi,4.0,4.0,5.0,5,"Rs. 6,39,616",Diesel,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,70bhp@4000RPM,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2020-11-04
117,117,Hyundai,Xcent Prime,T Crdi,4.0,4.0,5.0,5,"Rs. 6,20,297",Diesel,FWD (Front Wheel Drive),1197 cc,,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,71PS@4000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2020-12-29
118,118,Maruti Suzuki,Dzire Tour,Ldi,4.0,4.0,5.0,,"Rs. 6,53,523",Diesel,FWD (Front Wheel Drive),1248 cc,14.6 km/litre,1045 kg,In-line,4.0,Sedan,BS IV,Injection,42 litres,1555 mm,3995 mm,1695 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Manual,2430 mm,Manual,2020-11-15
119,119,Maruti Suzuki,Dzire Tour,Lxi,4.0,4.0,5.0,5,"Rs. 5,53,423",Petrol,FWD (Front Wheel Drive),1197 cc,16.3 km/litre,935 kg,In-line,4.0,Sedan,BS IV,Injection,42 litres,1555 mm,3995 mm,1695 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2430 mm,Manual,2021-05-31
120,120,Maruti Suzuki,Dzire Tour,Lxi Cng,4.0,4.0,5.0,5,"Rs. 5,98,940",CNG,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,4.0,Sedan,BS IV,Injection,42 litres,1555 mm,3995 mm,1695 mm,Ventilated Disc,Drum,Electric Power,69bhp@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2430 mm,Manual,2021-03-22
121,121,Hyundai,Elite I20,Era 1.2,4.0,5.0,5.0,5,"Rs. 5,59,693",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1066 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3995 mm,1710 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2525 mm,Manual,2020-06-02
122,122,Hyundai,Elite I20,Era 1.4 Crdi,4.0,5.0,5.0,6,"Rs. 6,97,803",Diesel,FWD (Front Wheel Drive),1396 cc,18.4 km/litre,1510 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Manual,2570 mm,Manual,2021-12-23
123,123,Hyundai,Elite I20,Magna Plus,4.0,5.0,5.0,5,"Rs. 6,34,950",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1058 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2570 mm,Manual,2019-06-09
124,124,Hyundai,Elite I20,Magna Plus Crdi,4.0,5.0,5.0,6,"Rs. 7,70,803",Diesel,FWD (Front Wheel Drive),1396 cc,18.4 km/litre,1510 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Manual,2570 mm,Manual,2021-09-05
125,125,Hyundai,Elite I20,Sportz Plus,4.0,5.0,5.0,5,"Rs. 7,21,693",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1060 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2570 mm,Manual,2021-07-09
126,126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,4.0,5.0,5.0,6,"Rs. 8,76,103",Diesel,FWD (Front Wheel Drive),1396 cc,18.4 km/litre,1515 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Manual,2570 mm,Manual,2021-03-15
127,127,Hyundai,Elite I20,Asta (O) 1.2,4.0,5.0,5.0,5,"Rs. 8,08,993",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1515 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3995 mm,1734 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2570 mm,Manual,2019-04-11
128,128,Hyundai,Elite I20,Asta (O) Crdi,4.0,5.0,5.0,6,"Rs. 9,34,003",Diesel,FWD (Front Wheel Drive),1396 cc,18.4 km/litre,1515 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Manual,2570 mm,Manual,2019-08-09
129,129,Hyundai,Elite I20,Asta (O) Cvt,4.0,5.0,5.0,5,"Rs. 9,20,993",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1066 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Automatic,2570 mm,Manual,2020-07-03
130,130,Hyundai,Elite I20,Sportz Plus Dual Tone,4.0,5.0,5.0,5,"Rs. 7,51,693",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1060 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2570 mm,Manual,2022-02-06
131,131,Hyundai,Elite I20,Sportz Plus Cvt,4.0,5.0,5.0,5,"Rs. 8,31,693",Petrol,FWD (Front Wheel Drive),1197 cc,13.3 km/litre,1060 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Manual,2570 mm,Manual,2021-08-19
132,132,Hyundai,Elite I20,Sportz Plus Crdi,4.0,5.0,5.0,6,"Rs. 8,46,103",Diesel,FWD (Front Wheel Drive),1396 cc,18.4 km/litre,1515 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1505 mm,3985 mm,1734 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Manual,2570 mm,Manual,2019-03-22
133,133,Hyundai,Aura,E 1.2 Petrol,,5.0,5.0,5,"Rs. 5,79,900",Petrol,FWD (Front Wheel Drive),1197 cc,,,In-line,5.0,Sedan,BS 6,Injection,37 litres,1520 mm,3995 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,,Manual,2450 mm,Manual,2019-12-07
134,134,Hyundai,Aura,S 1.2 Petrol,,5.0,5.0,5,"Rs. 6,55,900",Petrol,FWD (Front Wheel Drive),1197 cc,,,In-line,5.0,Sedan,BS 6,Injection,37 litres,1520 mm,3995 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,,Manual,2450 mm,Manual,2019-02-02
135,135,Hyundai,Aura,S 1.2 Amt Petrol,,5.0,5.0,5,"Rs. 7,05,800",Petrol,FWD (Front Wheel Drive),1197 cc,,,In-line,5.0,Sedan,BS 6,Injection,37 litres,1520 mm,3995 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,,Automatic,2450 mm,Manual,2021-11-12
136,136,Hyundai,Aura,Sx 1.2 Petrol,,5.0,5.0,5,"Rs. 7,29,900",Petrol,FWD (Front Wheel Drive),1197 cc,,,In-line,5.0,Sedan,BS 6,Injection,37 litres,1520 mm,3995 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Digital,Manual,2450 mm,Manual,2021-05-10
