,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
1032,1032,Mini,Countryman,Black Edition,4.0,5.0,5.0,8,"Rs. 42,40,000",Petrol,FWD (Front Wheel Drive),1998 cc,,,In-line,5.0,Hatchback,BS IV,Injection,47 litres,1557 mm,4299 mm,1822 mm,Solid Disc,Drum,Electric Power,192PS@5500rpm,280Nm@1350rpm,Yes,Yes,Automatic,2670 mm,Manual,2020-06-26
1033,1033,,Mercedes-Benz C-Class,C 220D Prime,4.0,4.0,5.0,9,"Rs. 40,20,000",Diesel,RWD (Rear Wheel Drive),1950 cc,,1655 kg,In-line,4.0,Sedan,BS 6,Injection,66 litres,1442 mm,4686 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,192bhp@3800rpm,400Nm@1600rpm,Digital,Analog,Automatic,2840 mm,Automatic,2021-01-14
1034,1034,,Mercedes-Benz C-Class,C 220D Progressive,4.0,4.0,5.0,9,"Rs. 46,70,000",Diesel,RWD (Rear Wheel Drive),1950 cc,,1655 kg,In-line,4.0,Sedan,BS 6,Injection,66 litres,1442 mm,4686 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,192bhp@3800rpm,400Nm@1600rpm,Digital,Analog,Automatic,2840 mm,Automatic,2021-01-05
1035,1035,,Mercedes-Benz C-Class,C 300D Amg Line,4.0,4.0,5.0,9,"Rs. 49,74,750",Diesel,RWD (Rear Wheel Drive),1950 cc,,1655 kg,In-line,4.0,Sedan,BS 6,Injection,66 litres,1442 mm,4686 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,241bhp@4200rpm,500Nm@1600rpm,Digital,Analog,Automatic,2840 mm,Automatic,2020-01-13
1036,1036,,Mercedes-Benz C-Class,C 43 Amg,8.0,4.0,5.0,7,"Rs. 75,00,000",Petrol,RWD (Rear Wheel Drive),3982 cc,,1730 kg,In-line,4.0,Coupe,BS 6,Injection,66 litres,1426 mm,4756 mm,1839 mm,Ventilated Disc,Ventilated Disc,Electric Power,503bhp@5500rpm,700Nm@1750RPM,Digital,Analog,Automatic,2840 mm,Automatic,2021-08-05
1037,1037,,Mercedes-Benz C-Class,C 200 Prime,4.0,4.0,5.0,9,"Rs. 40,90,000",Petrol,RWD (Rear Wheel Drive),1497 cc,,1655 kg,In-line,4.0,Sedan,BS 6,Injection,66 litres,1442 mm,4686 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,181bhp@5800rpm,280Nm@1600rpm,Digital,Analog,Automatic,2840 mm,Automatic,2020-08-27
1038,1038,,Mercedes-Benz C-Class,C 200 Progressive,4.0,4.0,5.0,9,"Rs. 46,54,000",Petrol,RWD (Rear Wheel Drive),1497 cc,,1655 kg,In-line,4.0,Sedan,BS 6,Injection,66 litres,1442 mm,4686 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,181bhp @5800rpm,280Nm@1600rpm,Digital,Analog,Automatic,2840 mm,Automatic,2019-03-23
1039,1039,Toyota,Prius,Z8,4.0,4.0,5.0,5,"Rs. 45,09,000",Hybrid,FWD (Front Wheel Drive),1798 cc,15.1 km/litre,,In-line,4.0,Sedan,BS IV,Injection,43 litres,1490 mm,4540 mm,1760 mm,Ventilated Disc,Solid Disc,Electro-Hydraulic,98PS@5200rpm,142Nm@3600rpm,Digital,Analog,Automatic,2700 mm,Manual,2021-05-02
1040,1040,Lexus,Es,300H,4.0,4.0,5.0,,"Rs. 56,95,000",Hybrid,FWD (Front Wheel Drive),2487 cc,17.8 km/litre,1670 kg,In-line,4.0,Sedan,BS IV,Injection,,1445 mm,4975 mm,1865 mm,Ventilated Disc,Solid Disc,Electric Power,176Bhp@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Automatic,2870 mm,Automatic,2021-06-21
1041,1041,Lexus,Nx 300H,F-Sport,6.0,4.0,5.0,,"Rs. 60,60,000",Petrol,AWD (All Wheel Drive),2494 cc,,1905 kg,V,4.0,SUV,BS IV,Injection,56 litres,1645 mm,4.64 mm,1.845 mm,Ventilated Disc,Solid Disc,Electric Power,194PS@5700rpm,210Nm@4200-4400rpm,Digital,Analog,Automatic,2660 mm,Automatic,2021-07-19
1042,1042,Lexus,Nx 300H,Luxury,6.0,4.0,5.0,,"Rs. 59,90,000",Petrol,AWD (All Wheel Drive),2494 cc,,1785 kg,V,4.0,SUV,BS IV,Injection,56 litres,1645 mm,4640 mm,1845 mm,Ventilated Disc,Solid Disc,Electric Power,194PS@5700rpm,210Nm@4200-4400rpm,Digital,Analog,Automatic,2660 mm,Automatic,2021-05-12
1043,1043,Jaguar,F-Pace,Prestige,4.0,5.0,5.0,,"Rs. 64,63,780",Diesel,AWD (All Wheel Drive),1999 cc,21.27 km/litre,1830 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1651 mm,4731 mm,2175 mm,Ventilated Disc,Ventilated Disc,Electric Power,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Digital,Automatic,2874 mm,Automatic,2022-01-03
1044,1044,Jaguar,F-Pace,Prestige Petrol,4.0,5.0,5.0,,"Rs. 64,22,809",Petrol,AWD (All Wheel Drive),1997 cc,,1830 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1651 mm,4731 mm,2175 mm,Ventilated Disc,Ventilated Disc,Electric Power,247bhp@5500rpm,369Nm@1300-4000rpm,Analog,Digital,Automatic,2874 mm,Automatic,2020-06-10
1045,1045,Volvo,V90 Cross Country,D5 Inscription,4.0,5.0,5.0,8,"Rs. 65,31,000",Diesel,AWD (All Wheel Drive),1969 cc,13.2 km/litre,2962 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1543 mm,4950 mm,2052 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,235PS@4250RPM,480Nm@1740RPM,Digital,Analog,Automatic,2941 mm,Manual,2019-03-21
1046,1046,Audi,A5 Cabriolet,2.0 Tdi,4.0,2.0,4.0,7,"Rs. 69,48,200",Diesel,FWD (Front Wheel Drive),1968 cc,,1875 kg,In-line,2.0,Convertible,BS IV,Injection,58 litres,1386 mm,4733 mm,1843 mm,Ventilated Disc,Ventilated Disc,Yes,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,Automatic,,Automatic,2020-07-11
1047,1047,,Mercedes-Benz Gle,300D 4Matic,4.0,5.0,5.0,9,"Rs. 73,70,000",Diesel,AWD (All Wheel Drive),1950 cc,,,V,5.0,SUV,BS 6,Injection,93 litres,1772 mm,4924 mm,2157 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,245PS@4200rpm,500Nm@1600rpm,Digital,Analog,Automatic,2915 mm,Automatic,2022-02-13
1048,1048,,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,6.0,5.0,5.0,9,"Rs. 1,25,00,000",Diesel,AWD (All Wheel Drive),2925 cc,,2150 kg,V,5.0,SUV,BS 6,Injection,93 litres,1772 mm,4924 mm,2157 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,330PS@3600-4200rpm,700Nm@1200-3200rpm,Digital,Analog,Automatic,2915 mm,Automatic,2020-12-02
1049,1049,,Mercedes-Benz Cls,300D,4.0,5.0,5.0,9,"Rs. 84,70,000",Diesel,RWD (Rear Wheel Drive),1950 cc,,,In-line,5.0,Sedan,BS 6,Injection,,1435 mm,4988 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,245Bhp@4200RPM,500Nm@1600-2400RPM,Digital,Digital,Automatic,,Automatic,2021-05-26
1050,1050,Bmw,X7,Xdrive 40I,6.0,5.0,7.0,8,"Rs. 1,04,90,000",Petrol,AWD (All Wheel Drive),2998 cc,,,In-line,5.0,SUV,BS 6,Injection,80 litres,1805 mm,5151 mm,2000 mm,Ventilated Disc,Ventilated Disc,Yes,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,Digital,Digital,Automatic,3105 mm,Automatic,2021-12-12
1051,1051,Bmw,X7,Xdrive30D Dpe Signature,6.0,5.0,7.0,8,"Rs. 1,02,50,000",Diesel,AWD (All Wheel Drive),2993 cc,,,In-line,5.0,SUV,BS 6,Injection,80 litres,1805 mm,5151 mm,2000 mm,Ventilated Disc,Ventilated Disc,Yes,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,Digital,Digital,Automatic,3105 mm,Automatic,2021-03-14
1052,1052,Bmw,M4,Coupe,6.0,2.0,4.0,7,"Rs. 1,35,90,000",Petrol,RWD (Rear Wheel Drive),2979 cc,7.32 km/litre,1612 kg,In-line,2.0,Coupe,BS IV,Injection,60 litres,1383 mm,4671 mm,1870 mm,Ventilated Disc,Ventilated Disc,Electric Power,431PS@7300RPM,550Nm@1850-5500rpm,Digital,Analog,Automatic,2812 mm,Automatic,2021-07-23
1053,1053,Porsche,911,Carrera S,6.0,2.0,4.0,8,"Rs. 1,74,20,000",Petrol,AWD (All Wheel Drive),2981 cc,7.9 km/litre,1515 kg,Flat,2.0,Coupe,BS 6,Injection,64 litres,1300 mm,4519 mm,1852 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Automatic,2450 mm,Automatic,2021-10-21
1054,1054,Porsche,911,Carrera S Cabriolet,6.0,2.0,4.0,8,"Rs. 1,88,44,000",Petrol,AWD (All Wheel Drive),2981 cc,11.6 km/litre,1585 kg,Flat,2.0,Convertible,BS 6,Injection,64 litres,1299 mm,4519 mm,1852 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Automatic,2450 mm,Automatic,2020-10-08
1055,1055,Nissan,Gtr,3.8 V6,6.0,2.0,4.0,6,"Rs. 2,12,40,272",Petrol,AWD (All Wheel Drive),3799 cc,9 km/litre,1752 kg,V,2.0,Coupe,BS IV,Injection,74 litres,1370 mm,4710 mm,1895 mm,Ventilated Disc,Ventilated Disc,Yes,570PS@6800rpm,637Nm@3200rpm,Analog,Analog,Automatic,2780 mm,Automatic,2019-09-24
1056,1056,Aston Martin,Vantage,Coupe,8.0,2.0,2.0,8,"Rs. 2,95,00,000",Petrol,RWD (Rear Wheel Drive),3982 cc,5 km/litre,1530 kg,V,2.0,Coupe,BS IV,Injection,73 litres,1273 mm,4465 mm,2153 mm,Ventilated Disc,Ventilated Disc,Electric Power,505bhp@6000rpm,685Nm@2000-5000rpm,,,Automatic,2704 mm,Automatic,2019-10-10
1057,1057,Aston Martin,Rapide,Luxe,12.0,4.0,4.0,8,"Rs. 3,88,45,823",Petrol,RWD (Rear Wheel Drive),5935 cc,9.1 km/litre,1990 kg,V,4.0,Sedan,BS IV,Injection,90.5 litres,1360 mm,5019 mm,1929 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,560PS@6650rpm,630Nm@5500rpm,Digital,Analog,Automatic,2989 mm,Automatic,2022-01-11
1058,1058,Ferrari,812 Superfast,Superfast,12.0,2.0,2.0,7,"Rs. 5,20,00,000",Petrol,AWD (All Wheel Drive),6496 cc,,1630 kg,V,2.0,Coupe,BS IV,Injection,92 litres,1276 mm,4657 mm,1971 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,Digital,Digital,Automatic,2720 mm,Automatic,2020-03-27
1059,1059,Maruti Suzuki,Alto 800 Tour,H1,3.0,5.0,5.0,5,"Rs. 3,54,235",Petrol,FWD (Front Wheel Drive),796 cc,18 km/litre,720 kg,In-line,5.0,Hatchback,BS IV,Injection,35 litres,1475 mm,3430 mm,1490 mm,Solid Disc,Drum,Electric Power,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2020-02-19
1060,1060,Maruti Suzuki,Alto 800 Tour,H1 (O),3.0,5.0,5.0,5,"Rs. 3,56,559",Petrol,FWD (Front Wheel Drive),796 cc,18 km/litre,720 kg,In-line,5.0,Hatchback,BS IV,Injection,35 litres,1475 mm,3395 mm,1490 mm,Solid Disc,Drum,Yes,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Manual,2360 mm,Manual,2020-06-22
1061,1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,3.0,5.0,5.0,5,"Rs. 6,75,090",Diesel,FWD (Front Wheel Drive),1186 cc,20.7 km/litre,,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Manual,2450 mm,Manual,2021-06-21
1062,1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 5,04,990",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2020-05-21
1063,1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 5,89,610",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2020-06-10
1064,1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 6,42,610",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Automatic,2450 mm,Manual,2020-06-10
1065,1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 6,43,350",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2019-12-20
1066,1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 7,03,350",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Automatic,2450 mm,Manual,2021-11-13
1067,1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 6,73,350",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2020-11-20
1068,1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,4.0,5.0,5.0,5,"Rs. 7,18,950",Petrol,FWD (Front Wheel Drive),1197 cc,,935 kg,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Manual,2450 mm,Manual,2021-07-11
1069,1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,3.0,5.0,5.0,5,"Rs. 7,90,350",Diesel,FWD (Front Wheel Drive),1186 cc,,,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Automatic,2450 mm,Manual,2020-06-01
1070,1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,3.0,5.0,5.0,5,"Rs. 8,04,450",Diesel,FWD (Front Wheel Drive),1186 cc,,,In-line,5.0,Hatchback,BS 6,Injection,37 litres,1520 mm,3805 mm,1680 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Manual,2450 mm,Manual,2021-11-21
1071,1071,Hyundai,Xcent,S 1.2,4.0,4.0,5.0,5,"Rs. 6,43,769",Petrol,FWD (Front Wheel Drive),1197 cc,15.7 km/litre,,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2019-04-14
1072,1072,Hyundai,Xcent,S At 1.2,4.0,4.0,5.0,4,"Rs. 7,33,734",Petrol,FWD (Front Wheel Drive),1197 cc,15.7 km/litre,,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Solid Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,,,Automatic,2425 mm,Manual,2020-09-15
1073,1073,Hyundai,Xcent,Sx 1.2,4.0,4.0,5.0,5,"Rs. 7,05,546",Petrol,FWD (Front Wheel Drive),1197 cc,15.7 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Solid Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2020-12-19
1074,1074,Hyundai,Xcent,Sx 1.2 (O),4.0,4.0,5.0,5,"Rs. 7,82,346",Petrol,FWD (Front Wheel Drive),1197 cc,15.7 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2019-12-03
1075,1075,Hyundai,Xcent,S 1.2 Crdi,3.0,4.0,5.0,5,"Rs. 7,42,033",Diesel,FWD (Front Wheel Drive),1120 cc,19 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,72PS@4000rpm,180Nm@1750rpm,Digital,Analog,Manual,2425 mm,Manual,2020-05-27
1076,1076,Hyundai,Xcent,E,4.0,4.0,5.0,5,"Rs. 5,81,078",Petrol,FWD (Front Wheel Drive),1197 cc,15.7 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Manual,2425 mm,Manual,2021-08-10
1077,1077,Hyundai,Xcent,Sx 1.2 Crdi,3.0,4.0,5.0,5,"Rs. 7,98,558",Diesel,FWD (Front Wheel Drive),1120 cc,19 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Manual,2425 mm,Manual,2021-10-25
1078,1078,Hyundai,Xcent,Sx 1.2 Crdi (O),3.0,4.0,5.0,5,"Rs. 8,75,358",Diesel,FWD (Front Wheel Drive),1120 cc,19 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,72PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Manual,2425 mm,Manual,2021-12-16
1079,1079,Hyundai,Xcent,E Crdi,4.0,4.0,5.0,5,"Rs. 6,73,261",Diesel,FWD (Front Wheel Drive),1197 cc,19 km/litre,1100 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1520 mm,3995 mm,1660 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Manual,2425 mm,Manual,2020-06-28
1080,1080,Nissan,Micra,Xl (O) Cvt,3.0,5.0,5.0,5,"Rs. 6,62,880",Petrol,FWD (Front Wheel Drive),1198 cc,,930 kg,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1530 mm,3825 mm,1665 mm,Ventilated Disc,Drum,Electric Power,77PS@6000rpm,104Nm@4000rpm,Digital,Analog,Automatic,2450 mm,Manual,2019-03-03
1081,1081,Nissan,Micra,Xv Cvt,3.0,5.0,5.0,5,"Rs. 7,81,686",Petrol,FWD (Front Wheel Drive),1198 cc,,,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1530 mm,3825 mm,1665 mm,Ventilated Disc,Drum,Electric Power,77PS@6000rpm,104Nm@4400rpm,Digital,Analog,Automatic,2450 mm,Manual,2019-10-08
1082,1082,Nissan,Micra,Xld (O),4.0,5.0,5.0,5,"Rs. 7,43,504",Diesel,FWD (Front Wheel Drive),1461 cc,,,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1525 mm,3825 mm,1665 mm,Ventilated Disc,Drum,Electric Power,64PS@4000rpm,160Nm@2000rpm,Digital,Analog,Manual,2450 mm,Manual,2021-01-25
1083,1083,Nissan,Micra,Xvd,4.0,5.0,5.0,5,"Rs. 8,12,964",Diesel,FWD (Front Wheel Drive),1461 cc,19.5 km/litre,1001 kg,In-line,5.0,Hatchback,BS IV,Injection,41 litres,1525 mm,3825 mm,1665 mm,Ventilated Disc,Drum,Electric Power,64PS@4000rpm,160Nm@2000rpm,Digital,Analog,Manual,2450 mm,Manual,2019-05-21
1084,1084,Mahindra,Bolero,Zlx,4.0,5.0,7.0,5,"Rs. 9,42,263",Diesel,FWD (Front Wheel Drive),2523 cc,9.4 km/litre,1615 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1880 mm,4107 mm,1745 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Manual,2680 mm,Manual,2020-06-26
1085,1085,Mahindra,Bolero,Slx,4.0,5.0,7.0,5,"Rs. 9,17,055",Diesel,FWD (Front Wheel Drive),2523 cc,12.3 km/litre,1615 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1880 mm,4107 mm,1745 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Manual,2680 mm,Manual,2021-08-14
1086,1086,Mahindra,Bolero,Sle,4.0,5.0,7.0,5,"Rs. 8,60,720",Diesel,FWD (Front Wheel Drive),2523 cc,12.3 km/litre,1615 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1880 mm,4107 mm,1745 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Manual,2680 mm,Manual,2020-01-17
1087,1087,Mahindra,Bolero,Ex,4.0,5.0,7.0,5,"Rs. 8,15,883",Diesel,FWD (Front Wheel Drive),2523 cc,9.4 km/litre,1615 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1910 mm,4221 mm,1745 mm,Ventilated Disc,Drum,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Yes,Manual,2794 mm,Manual,2019-07-28
1088,1088,Mahindra,Bolero,Ex Non Ac,4.0,5.0,7.0,5,"Rs. 7,73,678",Diesel,FWD (Front Wheel Drive),2523 cc,9.4 km/litre,1615 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1910 mm,4221 mm,1745 mm,Ventilated Disc,Drum,,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Yes,Manual,2794 mm,Manual,2020-03-11
1089,1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,4.0,4.0,5.0,5,"Rs. 11,02,689",Diesel,FWD (Front Wheel Drive),1248 cc,28.09 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Manual,2650 mm,Manual,2020-09-29
1090,1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,4.0,4.0,5.0,5,"Rs. 9,19,689",Diesel,FWD (Front Wheel Drive),1248 cc,28.09 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Manual,2650 mm,Manual,2019-07-26
1091,1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,4.0,4.0,5.0,5,"Rs. 9,80,689",Diesel,FWD (Front Wheel Drive),1248 cc,28.09 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Manual,2650 mm,Manual,2021-06-24
1092,1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,4.0,4.0,5.0,5,"Rs. 10,62,689",Diesel,FWD (Front Wheel Drive),1248 cc,28.09 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Manual,2650 mm,Manual,2019-09-11
1093,1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,4.0,4.0,5.0,5,"Rs. 8,19,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Manual,2650 mm,Manual,2019-04-05
1094,1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,4.0,4.0,5.0,5,"Rs. 8,81,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Manual,2650 mm,Manual,2020-08-22
1095,1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,4.0,4.0,5.0,5,"Rs. 9,58,689",Petrol,FWD (Front Wheel Drive),1462 cc,21.56 km/litre,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Manual,2650 mm,Manual,2021-09-12
1096,1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,4.0,4.0,5.0,5,"Rs. 9,97,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Manual,2650 mm,Manual,2019-05-21
1097,1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,4.0,4.0,5.0,4,"Rs. 9,80,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Automatic,2650 mm,Manual,2019-01-22
